question_id,amazon.nova-lite-v1:0,amazon.nova-micro-v1:0,amazon.nova-pro-v1:0,azerogpt,chatgpt-4o-latest-2025-01-29,chatgpt-4o-latest-2025-03-27,claude-3-5-haiku-20241022,claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219-base,claude-3-7-sonnet-20250219-thinking-64k,claude-3-opus-20240229,command-r-08-2024,command-r-plus-08-2024,deepseek-r1,deepseek-r1-distill-llama-70b,deepseek-r1-distill-qwen-32b,deepseek-v3,deepseek-v3-0324,dracarys2-72b-instruct,dracarys2-llama-3.1-70b-instruct,gemini-1.5-pro-002,gemini-2.0-flash-001,gemini-2.0-flash-exp,gemini-2.0-flash-lite-001,gemini-2.0-flash-lite-preview-02-05,gemini-2.0-flash-thinking-exp-01-21,gemini-2.0-flash-thinking-exp-1219,gemini-2.0-pro-exp-02-05,gemini-2.5-pro-exp-03-25,gemini-exp-1206,gemma-2-27b-it,gemma-3-27b-it,gpt-4.5-preview-2025-02-27,gpt-4o-2024-08-06,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,grok-2-1212,grok-beta,hunyuan-turbos-20250313,learnlm-1.5-pro-experimental,llama-3.3-70b-instruct-turbo,meta-llama-3.1-405b-instruct-turbo,meta-llama-3.1-70b-instruct-turbo,meta-llama-3.1-8b-instruct-turbo,mistral-large-2411,mistral-small-2409,mistral-small-2501,mistral-small-2503,o1-2024-12-17-high,o1-mini-2024-09-12,o3-mini-2025-01-31-high,o3-mini-2025-01-31-low,o3-mini-2025-01-31-medium,qwen2.5-max,qwq-32b,qwq-32b-preview,step-2-16k-202411,category,task
430d12f275ecc8206639532db5a669db1b1df5c0a50ea9c45783e58bbd03a656,0.8,0.5,0.8,0.4,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.4,0.8,0.6,0.8,0.6,0.8,1.0,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.5,0.8,0.8,0.5,0.8,0.7,0.6,0.8,0.7,0.6,0.5,0.8,0.6,0.8,0.8,0.6,0.5,0.6,0.8,0.8,0.7,0.7,0.4,0.8,language,plot_unscrambling
442049f3dbb410c458030a2bbdf3eca2ee926154fced2e5c4bee1a90b9d221f0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,language,typos
4448a8e9fb03ca8dd75b5a740f7f8955c9a9ce5e1abbfa568449c1a06e029f2e,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,language,typos
447b358040b99c91a12a17ec5e81ee3bdc257155200b3cec64c115166f7e12a9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,coding,coding_completion
45d51d0927f37783772c554d860a9c17db83a3e8e31dd02abeb93150acdaba55,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,coding,coding_completion
4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instruction_following,paraphrase
473b9b6bf5f97d88d1a51d56c4c52f6bdd92b41594f007b2d4b7c6865c18b101,0.10344827586206895,0.13793103448275867,0.1724137931034483,0.2068965517241379,0.24137931034482762,0.3793103448275862,0.10344827586206895,0.4482758620689655,0.5172413793103448,0.5172413793103448,0.3793103448275862,0.1724137931034483,0.06896551724137934,0.3793103448275862,0.3448275862068966,0.2068965517241379,0.24137931034482762,0.5172413793103448,0.24137931034482762,0.31034482758620685,0.4482758620689655,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.31034482758620685,0.4137931034482759,0.1724137931034483,0.4482758620689655,0.48275862068965514,0.3793103448275862,0.2068965517241379,0.3448275862068966,0.24137931034482762,0.24137931034482762,0.1724137931034483,0.10344827586206895,0.3448275862068966,0.24137931034482762,0.24137931034482762,0.4137931034482759,0.24137931034482762,0.3793103448275862,0.2068965517241379,0.13793103448275867,0.24137931034482762,0.10344827586206895,0.2068965517241379,0.24137931034482762,0.03448275862068961,0.1724137931034483,0.2068965517241379,0.10344827586206895,0.2068965517241379,0.4137931034482759,0.24137931034482762,0.2068965517241379,0.1724137931034483,language,plot_unscrambling
474eeae91f6ebb2bdd47bbea238e946ef345a289ace8f0eaceb5f01ce8373b46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,language,typos
480806ded46fba8711fafa728041b8e2fd0a40d9f8e4be4ea7c77ec7101e1a50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,instruction_following,paraphrase
481138d7effa2293645cb8d69ab5ee4f3ad8a4d3cec11035786ba7da3195e45d,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,language,typos
4952a5d420fa195e7b041251e85bce64c87b95e8f1cec05d7e16ce149e88c967,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,coding,coding_completion
49b1cf4e72feb505f2fb2dd8522c1c0d82429e7f08b821647715ade00071893e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,language,typos
49d5c35488e031d3af91ab52ea39c72413e19d1d9474cb5684ca971deb9f0b4e,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,language,typos
49f5eccb93aa3f6c62041f6262070425e50c7626701dca934d36a35a368f6e69,0.13043478260869568,0.08695652173913049,0.4347826086956522,0.4347826086956522,0.6521739130434783,0.6086956521739131,0.3913043478260869,0.4782608695652174,0.6086956521739131,0.6521739130434783,0.6956521739130435,0.21739130434782605,0.13043478260869568,0.6086956521739131,0.34782608695652173,0.4782608695652174,0.6521739130434783,0.3913043478260869,0.3913043478260869,0.4347826086956522,0.4347826086956522,0.4782608695652174,0.3913043478260869,0.30434782608695654,0.34782608695652173,0.4782608695652174,0.5652173913043479,0.5652173913043479,0.8260869565217391,0.5217391304347826,0.34782608695652173,0.4347826086956522,0.6086956521739131,0.6521739130434783,0.5652173913043479,0.13043478260869568,0.4347826086956522,0.4347826086956522,0.17391304347826086,0.4347826086956522,0.4782608695652174,0.5652173913043479,0.4347826086956522,0.17391304347826086,0.4782608695652174,0.26086956521739135,0.08695652173913049,0.34782608695652173,0.5652173913043479,0.17391304347826086,0.3913043478260869,0.08695652173913049,0.3913043478260869,0.4347826086956522,0.5652173913043479,0.4347826086956522,0.5652173913043479,language,plot_unscrambling
4a1477836cc454a1cc8b3a9a0e383c3abd8ce837dc670f7e396561b1cdf84f56,0.375,0.375,0.375,0.375,0.375,1.0,0.375,0.375,1.0,0.375,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.375,0.375,0.375,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,0.25,1.0,0.375,1.0,1.0,1.0,1.0,1.0,0.25,1.0,instruction_following,paraphrase
4a70a9ee65e34a89d9852f0b493437860acf6bcf9339453aae820df7773d5a77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,language,connections
4aece6e475522e430619f28e8a216f14372007a7229416b3ee8d5b1bd19f47a8,0.09090909090909094,0.09090909090909094,0.33333333333333337,0.24242424242424243,0.303030303030303,0.36363636363636365,0.21212121212121215,0.48484848484848486,0.4545454545454546,0.7575757575757576,0.5757575757575757,0.1515151515151515,0.303030303030303,0.3939393939393939,0.21212121212121215,0.12121212121212122,0.5454545454545454,0.3939393939393939,0.36363636363636365,0.5454545454545454,0.48484848484848486,0.24242424242424243,0.2727272727272727,0.21212121212121215,0.21212121212121215,0.3939393939393939,0.33333333333333337,0.5757575757575757,0.7878787878787878,0.5151515151515151,0.1515151515151515,0.303030303030303,0.6060606060606061,0.4545454545454546,0.36363636363636365,0.09090909090909094,0.3939393939393939,0.4242424242424242,0.1515151515151515,0.33333333333333337,0.4242424242424242,0.3939393939393939,0.303030303030303,0.06060606060606055,0.33333333333333337,0.21212121212121215,0.21212121212121215,0.3939393939393939,0.1515151515151515,0.24242424242424243,0.09090909090909094,0.06060606060606055,0.06060606060606055,0.5151515151515151,0.18181818181818177,0.21212121212121215,0.24242424242424243,language,plot_unscrambling
4b2aee1a26389b7302844d79abf9fc2cc76c08bbe64a416521b72ec9d5b36d10,0.16129032258064513,0.06451612903225812,0.3548387096774194,0.06451612903225812,0.5483870967741935,0.4516129032258065,0.032258064516129004,0.6129032258064516,0.6451612903225806,0.5806451612903225,0.5806451612903225,0.06451612903225812,0.19354838709677424,0.29032258064516125,0.25806451612903225,0.032258064516129004,0.3548387096774194,0.3870967741935484,0.12903225806451613,0.4838709677419355,0.4838709677419355,0.29032258064516125,0.29032258064516125,0.22580645161290325,0.22580645161290325,0.4838709677419355,0.29032258064516125,0.7741935483870968,0.6129032258064516,0.6129032258064516,0.3548387096774194,0.4516129032258065,0.5483870967741935,0.4838709677419355,0.3548387096774194,0.16129032258064513,0.29032258064516125,0.29032258064516125,0.19354838709677424,0.5161290322580645,0.22580645161290325,0.4516129032258065,0.4193548387096774,0.09677419354838712,0.4838709677419355,0.12903225806451613,0.3870967741935484,0.16129032258064513,0.4193548387096774,0.032258064516129004,0.06451612903225812,0.06451612903225812,0.0,0.5483870967741935,0.09677419354838712,0.06451612903225812,0.5161290322580645,language,plot_unscrambling
4b6062ff2bb0859fc70acfbdca5f67617a5d5e631cb2fc650b8f641c237acb44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,coding,coding_completion
4b99dfdf3097278697142fb87bac655d9d5a300fe82a01ed82810fbe3faf447a,0.17391304347826086,0.30434782608695654,0.26086956521739135,0.21739130434782605,0.34782608695652173,0.26086956521739135,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.3913043478260869,0.08695652173913049,0.04347826086956519,0.30434782608695654,0.13043478260869568,0.34782608695652173,0.4347826086956522,0.3913043478260869,0.30434782608695654,0.26086956521739135,0.34782608695652173,0.34782608695652173,0.17391304347826086,0.26086956521739135,0.4347826086956522,0.26086956521739135,0.4347826086956522,0.3913043478260869,0.26086956521739135,0.4347826086956522,0.30434782608695654,0.26086956521739135,0.26086956521739135,0.30434782608695654,0.30434782608695654,0.21739130434782605,0.3913043478260869,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.3913043478260869,0.3913043478260869,0.30434782608695654,0.17391304347826086,0.26086956521739135,0.17391304347826086,0.30434782608695654,0.26086956521739135,0.4347826086956522,0.13043478260869568,0.34782608695652173,0.3913043478260869,0.21739130434782605,0.3913043478260869,0.26086956521739135,0.4347826086956522,0.3913043478260869,language,plot_unscrambling
4bbf63a63bddceefe669b0a11a33a9ab2474760022a8fe1912c5e84e20e657d0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,language,typos
4c0c2eb1a759ded986ddfbba277e6ac4d0eec9853a8871ae843dffd8c7829a9b,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,instruction_following,paraphrase
4c949bea9ce75c6dce4cd0c7d8432c7c9227f6e7044dcb656422bc3d06737454,0.21052631578947367,0.02631578947368418,0.4473684210526315,0.10526315789473684,0.4736842105263158,0.4473684210526315,0.4473684210526315,0.631578947368421,0.6842105263157895,0.631578947368421,0.5789473684210527,0.10526315789473684,0.1578947368421053,0.5263157894736843,0.368421052631579,0.052631578947368474,0.4473684210526315,0.5263157894736843,0.3157894736842105,0.2894736842105263,0.4473684210526315,0.3421052631578947,0.4736842105263158,0.21052631578947367,0.2894736842105263,0.5,0.4473684210526315,0.5,0.7894736842105263,0.368421052631579,0.21052631578947367,0.3421052631578947,0.5789473684210527,0.368421052631579,0.368421052631579,0.26315789473684215,0.5,0.42105263157894735,0.10526315789473684,0.1578947368421053,0.42105263157894735,0.5263157894736843,0.2894736842105263,0.052631578947368474,0.39473684210526316,0.02631578947368418,0.39473684210526316,0.2894736842105263,0.5263157894736843,0.10526315789473684,0.42105263157894735,0.02631578947368418,0.21052631578947367,0.5789473684210527,0.2894736842105263,0.21052631578947367,0.4736842105263158,language,plot_unscrambling
4ca443ff77e5a6b2046e0d96835ef7e0b478ce19a82af1e98e08ccec2df02f06,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,language,typos
4d34954b4a4a064b2f48099f44994eceff5a39cad6ece243bee502dfad3933c5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,language,typos
4d4a99c7e19822bf77a525e715685d2113afa6b704b2dd4d80e579ad291f75bb,0.375,0.375,1.0,0.25,1.0,0.375,0.25,0.375,1.0,1.0,0.375,0.25,0.375,0.375,0.25,0.375,0.375,1.0,0.375,0.25,1.0,0.375,0.375,0.375,1.0,1.0,0.375,1.0,1.0,1.0,0.375,0.375,1.0,0.25,0.25,0.125,0.0,0.25,0.375,0.375,0.375,1.0,1.0,0.125,1.0,0.25,0.375,0.25,1.0,0.375,1.0,1.0,1.0,0.375,1.0,0.125,1.0,instruction_following,paraphrase
4daa28759bda96791bea6b2732d1314b9f81f4e3fac5e2539c0cf00547cfd96e,0.2962962962962963,0.2222222222222222,0.33333333333333337,0.14814814814814814,0.5555555555555556,0.5925925925925926,0.33333333333333337,0.7777777777777778,0.7037037037037037,0.6296296296296297,0.4444444444444444,0.14814814814814814,0.2592592592592593,0.7037037037037037,0.37037037037037035,0.2222222222222222,0.4814814814814815,0.5185185185185186,0.33333333333333337,0.5555555555555556,0.4814814814814815,0.4444444444444444,0.4814814814814815,0.2962962962962963,0.2962962962962963,0.6296296296296297,0.37037037037037035,0.5555555555555556,0.8148148148148149,0.4444444444444444,0.37037037037037035,0.40740740740740744,0.7407407407407407,0.5555555555555556,0.5185185185185186,0.14814814814814814,0.4814814814814815,0.5185185185185186,0.4444444444444444,0.6296296296296297,0.7777777777777778,0.6296296296296297,0.4444444444444444,0.14814814814814814,0.7037037037037037,0.37037037037037035,0.2592592592592593,0.2962962962962963,0.7777777777777778,0.2962962962962963,0.37037037037037035,0.33333333333333337,0.2962962962962963,0.5555555555555556,0.6296296296296297,0.4814814814814815,0.4814814814814815,language,plot_unscrambling
4e6a2f4b591b9eb1b40b0d517173f1d1813cfc377f2f4b754533eee88e96cd61,0.125,0.09999999999999998,0.15000000000000002,0.275,0.475,0.5,0.22499999999999998,0.525,0.65,0.575,0.375,0.07499999999999996,0.22499999999999998,0.575,0.15000000000000002,0.125,0.475,0.44999999999999996,0.19999999999999996,0.32499999999999996,0.22499999999999998,0.5,0.375,0.275,0.125,0.44999999999999996,0.44999999999999996,0.475,0.75,0.525,0.15000000000000002,0.25,0.525,0.22499999999999998,0.4,0.09999999999999998,0.475,0.275,0.19999999999999996,0.25,0.25,0.32499999999999996,0.30000000000000004,0.07499999999999996,0.375,0.19999999999999996,0.15000000000000002,0.15000000000000002,0.55,0.15000000000000002,0.275,0.17500000000000004,0.09999999999999998,0.44999999999999996,0.275,0.09999999999999998,0.42500000000000004,language,plot_unscrambling
4f2b4c6927ce41d050d4919b9548c3dca241f32a9583e02177cce65cf8c8f73e,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,language,typos
4f4e5b4d83cbc334fc40c3702b6abaaaa5c87ddf73d3103a8e0ef6c8002ecb01,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,coding,coding_completion
503e4b4b6a4d169845864a87381b3e977e22efff4850ddc0f86e3a54f98bcf0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,language,typos
507f6dbb4e7d52e6f645b33aa73096e076769e196010810eeca84820375d4211,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,coding,LCB_generation
519e9cf0c1f355037085ab0de31e21439ad90e35b9a78baf7c3b274b220af344,0.2592592592592593,0.18518518518518523,0.37037037037037035,0.2962962962962963,0.5185185185185186,0.40740740740740744,0.33333333333333337,0.5185185185185186,0.5185185185185186,0.37037037037037035,0.40740740740740744,0.33333333333333337,0.2592592592592593,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.37037037037037035,0.37037037037037035,0.2592592592592593,0.33333333333333337,0.2592592592592593,0.37037037037037035,0.33333333333333337,0.18518518518518523,0.2962962962962963,0.37037037037037035,0.40740740740740744,0.5185185185185186,0.5185185185185186,0.4444444444444444,0.37037037037037035,0.18518518518518523,0.40740740740740744,0.40740740740740744,0.40740740740740744,0.2592592592592593,0.37037037037037035,0.37037037037037035,0.14814814814814814,0.2592592592592593,0.2592592592592593,0.37037037037037035,0.40740740740740744,0.14814814814814814,0.37037037037037035,0.18518518518518523,0.18518518518518523,0.40740740740740744,0.33333333333333337,0.18518518518518523,0.2592592592592593,0.18518518518518523,0.11111111111111116,0.37037037037037035,0.33333333333333337,0.18518518518518523,0.37037037037037035,language,plot_unscrambling
5209745bf0710424baed34d6d7b08c599122313b8a1d052d081865b9387071bb,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,language,typos
5330887c5b2a52e42dd0377b798203edb2665ddee6df136304570d1b674058ab,0.0,0.0,0.25,0.25,1.0,0.0,0.25,1.0,0.5,1.0,0.25,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.25,0.25,0.0,0.0,0.25,0.5,0.25,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.0,0.75,0.5,0.25,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,language,connections
541fd30fbc3ff5b8845fdef7e228778a903adab9d122280003aa2e8596aa2c63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coding,coding_completion
5426569a1fb1ab5fcf1b19efa7c954f7e45effdc8d0b6b98bcacc57b332f0566,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,language,typos
542aac3c0e8d4edd1c0adafc0005f199dc6c51bf88356112120acf2551d8073d,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.5,0.5,0.25,0.5,0.0,0.0,language,connections
